business_name,tier,geography,invoice_count_90d,invoice_value_90d,estimate_count_90d,estimate_value_90d,order_count_90d,order_value_90d,receivable_amount,overdue_amount,buyer_app_enabled,has_active_price_list,has_active_cohort,health_reason,last_invoice_at,last_buyer_app_activity_at
KISHORE 0851,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-06 18:30:00+00,
Krushival 8985183692,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BHAGAVANTHAREDDY  VANGALA 9705744766,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
M/S SRI AVANTIKA CONTRACTORS [I] LTD COCHI INTERNATION AIRPORT,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Madhuri Enterprises    9110774698,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAHIPAL REDDY 9182262317,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAKS SECURITY TELECOM SYSTEM,,,0,0.00,1,49240.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAYUR PATEL,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Manohar 9949732108,,,0,0.00,2,128650.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Manoj Kumar,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Narendra 7993077173,,,0,0.00,2,66000.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Prashanth 9494494449,,,0,0.00,2,101080.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Raghu Ram  8897618812,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. SHAIK ALEEM 3675,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Shantan Jupalli 9533148321,,,0,0.00,2,110520.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Abhishek 9908062720,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.ASHWAQ 0289,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Chintu  6281626800,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
"Mr.Kiran,Attapur",,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Mahesh 9032238768,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Muneer mirza[4944],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
N PRAKASH 5136,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NARESH SING,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-15 18:30:00+00,
DURGA PRASAD PEDAPUDI,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. SYED SHAKEEL 9580,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PRAVEEN 8328654671,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-07 18:30:00+00,
RAJ RAMESH 1857,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAPID TELENETWORKS PRIVATE LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ravinder 9409,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RITHIKA COMPUTERS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Rohan [5555],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ROSARY LIFE SCIENCE 5915,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SATYANARANA RAJU 4444,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI YOG INDUSTRY 8790860926,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRINATH REDDY 5508,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TARUN,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VARA PRASAD REDDY 9505,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VICTORY TOOLS 9963323283,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Vima Enterprises 9515757925,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VINAY 1992,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
yakoob,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI GLOBAL COMPUTER & SECURITY NEEDS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.MEHDI 0998,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-01 18:30:00+00,
ALOK 4085,,,0,0.00,1,21090.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
INDRASENA GOUD THANDA,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KARTHIK,,,0,0.00,1,57180.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Sanjeevani Generic Medical and General Stores 8801591020,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BWAS 9505555299,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SMARTEYE TECHNOLOGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SWIMMING 6663,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-17 18:30:00+00,
9440761466,,,0,0.00,3,110040.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SUMAN 1835,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PIONEER TECHNOLOGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
CH GOVARDHAN REDDY,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MADHU 0342,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
METRO MANAGEMENT SERVICES 8886000005,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAVEEN 7993051452,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ROHITH 8639965238,,,0,0.00,1,92160.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
P CHANDRASHEKAR REDDY [2236],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-21 18:30:00+00,
Mr. Chandramohan Puri 9985333366,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.M.D.FASI UDDIN 8260,,,0,0.00,3,85550.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ATHENA SECURITY SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Bhaskar  Electrical Contractor  9989321910,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Dawood 9652598245,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
A RAJESH 8341936945,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ANIL 2028,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ARUN RATHOD [2201],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
B VENU GOPAL REDDY 8374935066,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BLR ENTERPRISES 9848378540,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
CH SRINIVAS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DEEKSHITH CCTV 7075595613,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DR. AYYAPPA 7371,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
F.K ROYAL ELECTRONICS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Abhinay[6888],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-22 18:30:00+00,
ADITYA  8004,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-24 18:30:00+00,
IRFAN TECH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KALA ASSOCIATES HYD,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KUMAR 2645,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
M SATHISH REDDY 9490908364,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR RAJA LINGAM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR KANTHA RAO 8488,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Arul 9488667329,,,0,0.00,2,95020.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Shashi 9866927700,,,0,0.00,2,110490.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. SRWAR 0958,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.ABBAS 3961,,,0,0.00,2,63850.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Yousuf 9032472347,,,0,0.00,2,50851.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Aditya 9652945783,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.Brahmananda rao,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.BHARATH 1169,,,0,0.00,1,94830.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Nagaraju 8290957561,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Srikanth 9885063336,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Srinivas Pendam 9848058064,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
naresh[0878],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Pm Infotech & Securities 9966334002,,,0,0.00,1,494160.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Rajendar,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAM CHANDRA REDDY 9052067510,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMA KISHNA 2804,,,0,0.00,1,35070.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ramesh Amalapuram,,,0,0.00,1,116558.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Rock Star Enterprises,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHASHI KUMAR 7858,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI RAGHAVENDRA  9949005843,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI SAI ELECTRANIC,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SV CONSTRACTIONS 6313,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VASISHTA 9204,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VENKATESWRAO 5765,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Volt & Secure,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
YELLOW PLANNERS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. MD SHOAIB 7861,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAKESH  9049,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DEVATHA AGRO FARMS LLP 9014665550,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ELIX BEAUTY PARLOUR 7870,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHANTHU 9175,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MADHAV 0902,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-01 18:30:00+00,
MURTHI 0033,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
INSTA IP SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-22 18:30:00+00,
Sri Tirumalesa systems pvt Ltd 7780561771,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SIDDARTHA,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Santhosh 9848051599,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AKSQUBIT TECHNOLOGIES PRIVATE LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Sai Priya Apartment 9848029700,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ROCK STAR ENGINEERING WORKS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
THIRUPATHI NAIDU 8125822615,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
yellaiah 9555,,,0,0.00,1,14880.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Sukhdev 7989842284,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GEETHI PHARMACY 7396345780,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
sri sai computers,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI RAM 4943,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Azeem Ali 7285986988,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAHIPAL 9246223891,,,0,0.00,1,71640.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MD  RAHEEM  6234,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Ravi Teja 8333023328,,"{'city': None, 'state': None, 'address': 'Ameenpur', 'country': None, 'pincode': None}",0,0.00,2,76275.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AR SECURITY SYSTEM 9182769417,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
B VASANTH RAO 8790698231,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
brahmachari 4286,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DHANALAXMI SANITARY HOME,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-07 18:30:00+00,
ganesh 8179609202,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GAYATHRI ENTERPRISES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
INTERAZZO DECOR AND FURNISHING PRIVATE LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
j.balaraju 8708,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KISHOR 0366,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
LALITH KUMAR[1773],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
M/s. Rithwik Projects Private Limited,,,0,0.00,1,281637.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mahakal Traders 6303220907,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MALLESHAM 0469,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANOJ [8014],,,0,0.00,1,19440.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MD. TAHER 0905,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. MASOOD 0452,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Shiva 9912341148,,,0,0.00,4,192730.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.David 8885882861,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Kanyalal,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Mohammed Irfan 8317521772,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Ramesh 9346908052,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Ravi 9603257761,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Vara Prasad 7893000194,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ms. Manasvi 9964059000,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ms. Sunita 9963223296,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MSR ENTERPRISES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
narsimulu 0888,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAVEEN 7704,,,0,0.00,1,31010.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAVIN 9407,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PRASAD 5668,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ram Narsi Reddy,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMESH  5026,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMU,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAPID SERVICES& INSTALLATION,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ravi kumar 6666,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-07 18:30:00+00,
REDHUT INNOVATION TECHNOLOGY PRAYVET LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
S.SRINIVAS 2510,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Sanjana Securty CCTV  9014089666,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SANTHOSHI  9949440508,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SARATHA 7999,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHASHIKANT 4478,,,0,0.00,2,59900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
shaval,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVAJI 7075140673,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
shubham 0023,,,0,0.00,1,23475.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
srinivas 9028,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Sudharshan reddy[9124],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SUDHEER 4680,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-12 18:30:00+00,
Sushma Raju 9888,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SVS CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-16 18:30:00+00,
TARA SINGH 7688,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
THIRD EYE SECURTY TECHNOLOGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
UDAY KIRAN 9346292981,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VAMSHI KRISHNA[2094],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VASU CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VERRAJU,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIGNAN COLLEGE,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJAY KRISHNA 7416227086,,,0,0.00,1,22815.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VSR ENPRO CONSULTANTS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
XION MULTIVENTURES PRIVATE LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
YAIDIANA 5092,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAGARJUNA 8886714310,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-02 18:30:00+00,
Savvyaa Educational Society Chowdariguda,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
md.aziz[4993],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SS broadband 7337353096,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PRAVIN B,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANIKANTA 8548,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SV CREST 9090,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KIMPEX SECURITY SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Shyam Baba Enterprises 8919523679,,,0,0.00,1,17026.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Umesh Kumar 9603031217,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Veeresh 9908131050,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SANTHOSH KUMAR YEGAMATI,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GAYATHRI,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SUBBU CCTV 9652898775,,,0,0.00,1,63870.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAM CHANDAR 7222,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HAMED KHAN 9985364736,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Dr Raju’s Hospita 403,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VOLTRIO SOLUTIONS PRIVATE LIMITED 9999868579,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ACHUTH 939,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-01 18:30:00+00,
NITISH 9381246857,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIKANTH CCTV 9553182685,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Junaid Shareef 9908117704,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Srujith Goud 6301966596,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AAYAN,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ADARSH6167,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ANVI TECH 7799864847,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AR CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Bal Reddy [6249],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BHAVANI[0436],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
CHANDRA SEKHAR 9953,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DHAN LAXMI JWEALERY,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Divya Jyothi Steels 9951828399,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ELITE CLASSIC 9704768661,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
G PRAKASH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HARISH TECHNICION,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-14 18:30:00+00,
HOTEL ABINAND GARDEN 9440,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HYDER,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
In Need Solutions 9152851998,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
K. RAJENDRA KUMAR 0847,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KUMAR YADAV 6636,,,0,0.00,1,28840.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
LAVANYA COMPUTERS 9160044115,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MADHU 3244,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mahadev Kovuri Homes 9676176197,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAHESHWAR [2987],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Matheen Cotton Industries 7259882880,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MEDHA RESIDENCY 7359,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. AMANJOTH SINGH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Somesh 9052182406,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Suresh 9100686264,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.SAGAR 2092,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Soma Shekar 9949411550,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
